bus,index_carrier,carrier,p_nom,e_nom,efficiency,country,unit,open_tyndp_type
LUG1,oil-light,oil-light,0.0,0.0,1.0,LU,MW,
LUG1,oil-shale,oil-shale,0.0,0.0,1.0,LU,MW,
LUV1,coal,coal,0.0,0.0,1.0,LU,MW,
LUV1,coal-ccs,coal,0.0,0.0,1.0,LU,MW,
LUV1,gas-ccgt,gas,0.0,0.0,1.0,LU,MW,
LUV1,gas-ccgt-ccs,gas,0.0,0.0,1.0,LU,MW,
LUV1,gas-conv,gas,0.0,0.0,1.0,LU,MW,
LUV1,gas-ocgt,gas,0.0,0.0,1.0,LU,MW,
LUV1,lignite,lignite,0.0,0.0,1.0,LU,MW,
LUV1,lignite-ccs,lignite,0.0,0.0,1.0,LU,MW,
LUV1,nuclear,uranium,0.0,0.0,1.0,LU,MW,
LUV1,oil-heavy,oil-heavy,0.0,0.0,1.0,LU,MW,
LUV1,oil-light,oil-light,0.0,0.0,1.0,LU,MW,
LUV1,oil-shale,oil-shale,0.0,0.0,1.0,LU,MW,
LV00,coal,coal,0.0,0.0,1.0,LV,MW,
LV00,coal-ccs,coal,0.0,0.0,1.0,LV,MW,
LV00,gas-ccgt,gas,1077.0,0.0,1.0,LV,MW,
LV00,gas-ccgt-ccs,gas,0.0,0.0,1.0,LV,MW,
LV00,gas-conv,gas,0.0,0.0,1.0,LV,MW,
LV00,gas-ocgt,gas,0.0,0.0,1.0,LV,MW,
LV00,lignite,lignite,0.0,0.0,1.0,LV,MW,
LV00,lignite-ccs,lignite,0.0,0.0,1.0,LV,MW,
LV00,nuclear,uranium,0.0,0.0,1.0,LV,MW,
LV00,oil-heavy,oil-heavy,0.0,0.0,1.0,LV,MW,
LV00,oil-light,oil-light,0.0,0.0,1.0,LV,MW,
LV00,oil-shale,oil-shale,0.0,0.0,1.0,LV,MW,
ME00,coal,coal,0.0,0.0,1.0,ME,MW,
ME00,coal-ccs,coal,0.0,0.0,1.0,ME,MW,
ME00,gas-ccgt,gas,0.0,0.0,1.0,ME,MW,
ME00,gas-ccgt-ccs,gas,0.0,0.0,1.0,ME,MW,
ME00,gas-conv,gas,0.0,0.0,1.0,ME,MW,
ME00,gas-ocgt,gas,0.0,0.0,1.0,ME,MW,
ME00,lignite,lignite,450.0,0.0,1.0,ME,MW,
ME00,lignite-ccs,lignite,0.0,0.0,1.0,ME,MW,
ME00,nuclear,uranium,0.0,0.0,1.0,ME,MW,
ME00,oil-heavy,oil-heavy,0.0,0.0,1.0,ME,MW,
ME00,oil-light,oil-light,0.0,0.0,1.0,ME,MW,
ME00,oil-shale,oil-shale,0.0,0.0,1.0,ME,MW,
MK00,coal,coal,0.0,0.0,1.0,MK,MW,
MK00,coal-ccs,coal,0.0,0.0,1.0,MK,MW,
MK00,gas-ccgt,gas,699.5,0.0,1.0,MK,MW,
MK00,gas-ccgt-ccs,gas,0.0,0.0,1.0,MK,MW,
MK00,gas-conv,gas,60.0,0.0,1.0,MK,MW,
MK00,gas-ocgt,gas,0.0,0.0,1.0,MK,MW,
MK00,lignite,lignite,0.0,0.0,1.0,MK,MW,
MK00,lignite-ccs,lignite,0.0,0.0,1.0,MK,MW,
MK00,nuclear,uranium,0.0,0.0,1.0,MK,MW,
MK00,oil-heavy,oil-heavy,0.0,0.0,1.0,MK,MW,
MK00,oil-light,oil-light,0.0,0.0,1.0,MK,MW,
MK00,oil-shale,oil-shale,0.0,0.0,1.0,MK,MW,
MT00,coal,coal,0.0,0.0,1.0,MT,MW,
MT00,coal-ccs,coal,0.0,0.0,1.0,MT,MW,
MT00,gas-ccgt,gas,477.3,0.0,1.0,MT,MW,
MT00,gas-ccgt-ccs,gas,0.0,0.0,1.0,MT,MW,
MT00,gas-conv,gas,0.0,0.0,1.0,MT,MW,
MT00,gas-ocgt,gas,0.0,0.0,1.0,MT,MW,
MT00,lignite,lignite,0.0,0.0,1.0,MT,MW,
MT00,lignite-ccs,lignite,0.0,0.0,1.0,MT,MW,
MT00,nuclear,uranium,0.0,0.0,1.0,MT,MW,
MT00,oil-heavy,oil-heavy,0.0,0.0,1.0,MT,MW,
MT00,oil-light,oil-light,0.0,0.0,1.0,MT,MW,
MT00,oil-shale,oil-shale,0.0,0.0,1.0,MT,MW,
NL00,coal,coal,0.0,0.0,1.0,NL,MW,
NL00,coal-ccs,coal,0.0,0.0,1.0,NL,MW,
NL00,gas-ccgt,gas,9619.5,0.0,1.0,NL,MW,
NL00,gas-ccgt-ccs,gas,0.0,0.0,1.0,NL,MW,
NL00,gas-conv,gas,0.0,0.0,1.0,NL,MW,
NL00,gas-ocgt,gas,479.0,0.0,1.0,NL,MW,
NL00,lignite,lignite,0.0,0.0,1.0,NL,MW,
NL00,lignite-ccs,lignite,0.0,0.0,1.0,NL,MW,
NL00,nuclear,uranium,486.0,0.0,1.0,NL,MW,
NL00,oil-heavy,oil-heavy,0.0,0.0,1.0,NL,MW,
NL00,oil-light,oil-light,0.0,0.0,1.0,NL,MW,
NL00,oil-shale,oil-shale,0.0,0.0,1.0,NL,MW,
NOM1,coal,coal,0.0,0.0,1.0,NO,MW,
NOM1,coal-ccs,coal,0.0,0.0,1.0,NO,MW,
NOM1,gas-ccgt,gas,0.0,0.0,1.0,NO,MW,
NOM1,gas-ccgt-ccs,gas,0.0,0.0,1.0,NO,MW,
NOM1,gas-conv,gas,0.0,0.0,1.0,NO,MW,
NOM1,gas-ocgt,gas,0.0,0.0,1.0,NO,MW,
NOM1,lignite,lignite,0.0,0.0,1.0,NO,MW,
NOM1,lignite-ccs,lignite,0.0,0.0,1.0,NO,MW,
NOM1,nuclear,uranium,0.0,0.0,1.0,NO,MW,
NOM1,oil-heavy,oil-heavy,0.0,0.0,1.0,NO,MW,
NOM1,oil-light,oil-light,0.0,0.0,1.0,NO,MW,
NOM1,oil-shale,oil-shale,0.0,0.0,1.0,NO,MW,
NON1,coal,coal,0.0,0.0,1.0,NO,MW,
NON1,coal-ccs,coal,0.0,0.0,1.0,NO,MW,
NON1,gas-ccgt,gas,0.0,0.0,1.0,NO,MW,
NON1,gas-ccgt-ccs,gas,0.0,0.0,1.0,NO,MW,
NON1,gas-conv,gas,0.0,0.0,1.0,NO,MW,
NON1,gas-ocgt,gas,0.0,0.0,1.0,NO,MW,
NON1,lignite,lignite,0.0,0.0,1.0,NO,MW,
NON1,lignite-ccs,lignite,0.0,0.0,1.0,NO,MW,
NON1,nuclear,uranium,0.0,0.0,1.0,NO,MW,
NON1,oil-heavy,oil-heavy,0.0,0.0,1.0,NO,MW,
NON1,oil-light,oil-light,0.0,0.0,1.0,NO,MW,
NON1,oil-shale,oil-shale,0.0,0.0,1.0,NO,MW,
NOS0,coal,coal,0.0,0.0,1.0,NO,MW,
NOS0,coal-ccs,coal,0.0,0.0,1.0,NO,MW,
NOS0,gas-ccgt,gas,0.0,0.0,1.0,NO,MW,
NOS0,gas-ccgt-ccs,gas,0.0,0.0,1.0,NO,MW,
NOS0,gas-conv,gas,0.0,0.0,1.0,NO,MW,
NOS0,gas-ocgt,gas,0.0,0.0,1.0,NO,MW,
NOS0,lignite,lignite,0.0,0.0,1.0,NO,MW,
NOS0,lignite-ccs,lignite,0.0,0.0,1.0,NO,MW,
NOS0,nuclear,uranium,0.0,0.0,1.0,NO,MW,
NOS0,oil-heavy,oil-heavy,0.0,0.0,1.0,NO,MW,
NOS0,oil-light,oil-light,0.0,0.0,1.0,NO,MW,
NOS0,oil-shale,oil-shale,0.0,0.0,1.0,NO,MW,
PL00,coal,coal,12307.189999999999,0.0,1.0,PL,MW,
PL00,coal-ccs,coal,0.0,0.0,1.0,PL,MW,
PL00,gas-ccgt,gas,9620.71435207228,0.0,1.0,PL,MW,
PL00,gas-ccgt-ccs,gas,0.0,0.0,1.0,PL,MW,
PL00,gas-conv,gas,0.0,0.0,1.0,PL,MW,
PL00,gas-ocgt,gas,0.0,0.0,1.0,PL,MW,
PL00,lignite,lignite,6520.0,0.0,1.0,PL,MW,
PL00,lignite-ccs,lignite,0.0,0.0,1.0,PL,MW,
PL00,nuclear,uranium,0.0,0.0,1.0,PL,MW,
PL00,oil-heavy,oil-heavy,0.0,0.0,1.0,PL,MW,
PL00,oil-light,oil-light,0.0,0.0,1.0,PL,MW,
PL00,oil-shale,oil-shale,0.0,0.0,1.0,PL,MW,
PT00,coal,coal,0.0,0.0,1.0,PT,MW,
PT00,coal-ccs,coal,0.0,0.0,1.0,PT,MW,
PT00,gas-ccgt,gas,2839.0,0.0,1.0,PT,MW,
PT00,gas-ccgt-ccs,gas,0.0,0.0,1.0,PT,MW,
PT00,gas-conv,gas,0.0,0.0,1.0,PT,MW,
PT00,gas-ocgt,gas,0.0,0.0,1.0,PT,MW,
PT00,lignite,lignite,0.0,0.0,1.0,PT,MW,
PT00,lignite-ccs,lignite,0.0,0.0,1.0,PT,MW,
PT00,nuclear,uranium,0.0,0.0,1.0,PT,MW,
PT00,oil-heavy,oil-heavy,0.0,0.0,1.0,PT,MW,
PT00,oil-light,oil-light,0.0,0.0,1.0,PT,MW,
PT00,oil-shale,oil-shale,0.0,0.0,1.0,PT,MW,
RO00,coal,coal,130.0,0.0,1.0,RO,MW,
RO00,coal-ccs,coal,0.0,0.0,1.0,RO,MW,
RO00,gas-ccgt,gas,4711.1,0.0,1.0,RO,MW,
RO00,gas-ccgt-ccs,gas,0.0,0.0,1.0,RO,MW,
RO00,gas-conv,gas,636.912,0.0,1.0,RO,MW,
RO00,gas-ocgt,gas,126.8,0.0,1.0,RO,MW,
RO00,lignite,lignite,0.0,0.0,1.0,RO,MW,
RO00,lignite-ccs,lignite,0.0,0.0,1.0,RO,MW,
RO00,nuclear,uranium,1739.0,0.0,1.0,RO,MW,
RO00,oil-heavy,oil-heavy,0.0,0.0,1.0,RO,MW,
RO00,oil-light,oil-light,0.0,0.0,1.0,RO,MW,
RO00,oil-shale,oil-shale,0.0,0.0,1.0,RO,MW,
RS00,coal,coal,0.0,0.0,1.0,RS,MW,
RS00,coal-ccs,coal,0.0,0.0,1.0,RS,MW,
RS00,gas-ccgt,gas,182.9,0.0,1.0,RS,MW,
RS00,gas-ccgt-ccs,gas,0.0,0.0,1.0,RS,MW,
RS00,gas-conv,gas,218.0,0.0,1.0,RS,MW,
RS00,gas-ocgt,gas,0.0,0.0,1.0,RS,MW,
RS00,lignite,lignite,4689.748000000001,0.0,1.0,RS,MW,
RS00,lignite-ccs,lignite,0.0,0.0,1.0,RS,MW,
RS00,nuclear,uranium,0.0,0.0,1.0,RS,MW,
RS00,oil-heavy,oil-heavy,0.0,0.0,1.0,RS,MW,
RS00,oil-light,oil-light,0.0,0.0,1.0,RS,MW,
RS00,oil-shale,oil-shale,0.0,0.0,1.0,RS,MW,
SE01,coal,coal,0.0,0.0,1.0,SE,MW,
SE01,coal-ccs,coal,0.0,0.0,1.0,SE,MW,
SE01,gas-ccgt,gas,0.0,0.0,1.0,SE,MW,
SE01,gas-ccgt-ccs,gas,0.0,0.0,1.0,SE,MW,
SE01,gas-conv,gas,0.0,0.0,1.0,SE,MW,
SE01,gas-ocgt,gas,97.0,0.0,1.0,SE,MW,
SE01,lignite,lignite,0.0,0.0,1.0,SE,MW,
SE01,lignite-ccs,lignite,0.0,0.0,1.0,SE,MW,
SE01,nuclear,uranium,0.0,0.0,1.0,SE,MW,
SE01,oil-heavy,oil-heavy,0.0,0.0,1.0,SE,MW,
SE01,oil-light,oil-light,0.0,0.0,1.0,SE,MW,
SE01,oil-shale,oil-shale,0.0,0.0,1.0,SE,MW,
SE02,coal,coal,0.0,0.0,1.0,SE,MW,
SE02,coal-ccs,coal,0.0,0.0,1.0,SE,MW,
SE02,gas-ccgt,gas,0.0,0.0,1.0,SE,MW,
SE02,gas-ccgt-ccs,gas,0.0,0.0,1.0,SE,MW,
SE02,gas-conv,gas,0.0,0.0,1.0,SE,MW,
SE02,gas-ocgt,gas,0.0,0.0,1.0,SE,MW,
SE02,lignite,lignite,0.0,0.0,1.0,SE,MW,
SE02,lignite-ccs,lignite,0.0,0.0,1.0,SE,MW,
SE02,nuclear,uranium,0.0,0.0,1.0,SE,MW,
SE02,oil-heavy,oil-heavy,0.0,0.0,1.0,SE,MW,
SE02,oil-light,oil-light,0.0,0.0,1.0,SE,MW,
SE02,oil-shale,oil-shale,0.0,0.0,1.0,SE,MW,
SE03,coal,coal,0.0,0.0,1.0,SE,MW,
SE03,coal-ccs,coal,0.0,0.0,1.0,SE,MW,
SE03,gas-ccgt,gas,0.0,0.0,1.0,SE,MW,
SE03,gas-ccgt-ccs,gas,0.0,0.0,1.0,SE,MW,
SE03,gas-conv,gas,0.0,0.0,1.0,SE,MW,
SE03,gas-ocgt,gas,54.0,0.0,1.0,SE,MW,
SE03,lignite,lignite,0.0,0.0,1.0,SE,MW,
SE03,lignite-ccs,lignite,0.0,0.0,1.0,SE,MW,
SE03,nuclear,uranium,6883.0,0.0,1.0,SE,MW,
SE03,oil-heavy,oil-heavy,0.0,0.0,1.0,SE,MW,
SE03,oil-light,oil-light,0.0,0.0,1.0,SE,MW,
SE03,oil-shale,oil-shale,0.0,0.0,1.0,SE,MW,
SE04,coal,coal,0.0,0.0,1.0,SE,MW,
SE04,coal-ccs,coal,0.0,0.0,1.0,SE,MW,
SE04,gas-ccgt,gas,0.0,0.0,1.0,SE,MW,
SE04,gas-ccgt-ccs,gas,0.0,0.0,1.0,SE,MW,
SE04,gas-conv,gas,0.0,0.0,1.0,SE,MW,
SE04,gas-ocgt,gas,0.0,0.0,1.0,SE,MW,
SE04,lignite,lignite,0.0,0.0,1.0,SE,MW,
SE04,lignite-ccs,lignite,0.0,0.0,1.0,SE,MW,
SE04,nuclear,uranium,0.0,0.0,1.0,SE,MW,
SE04,oil-heavy,oil-heavy,0.0,0.0,1.0,SE,MW,
SE04,oil-light,oil-light,0.0,0.0,1.0,SE,MW,
SE04,oil-shale,oil-shale,0.0,0.0,1.0,SE,MW,
SI00,coal,coal,81.0,0.0,1.0,SI,MW,
SI00,coal-ccs,coal,0.0,0.0,1.0,SI,MW,
SI00,gas-ccgt,gas,170.0,0.0,1.0,SI,MW,
SI00,gas-ccgt-ccs,gas,0.0,0.0,1.0,SI,MW,
SI00,gas-conv,gas,0.0,0.0,1.0,SI,MW,
SI00,gas-ocgt,gas,482.0,0.0,1.0,SI,MW,
SI00,lignite,lignite,539.0,0.0,1.0,SI,MW,
SI00,lignite-ccs,lignite,0.0,0.0,1.0,SI,MW,
SI00,nuclear,uranium,696.0,0.0,1.0,SI,MW,
SI00,oil-heavy,oil-heavy,0.0,0.0,1.0,SI,MW,
SI00,oil-light,oil-light,0.0,0.0,1.0,SI,MW,
SI00,oil-shale,oil-shale,0.0,0.0,1.0,SI,MW,
SK00,coal,coal,290.52599999999995,0.0,1.0,SK,MW,
SK00,coal-ccs,coal,0.0,0.0,1.0,SK,MW,
SK00,gas-ccgt,gas,1274.682,0.0,1.0,SK,MW,
SK00,gas-ccgt-ccs,gas,0.0,0.0,1.0,SK,MW,
SK00,gas-conv,gas,88.059,0.0,1.0,SK,MW,
SK00,gas-ocgt,gas,0.0,0.0,1.0,SK,MW,
SK00,lignite,lignite,84.889,0.0,1.0,SK,MW,
SK00,lignite-ccs,lignite,0.0,0.0,1.0,SK,MW,
SK00,nuclear,uranium,2814.637264415849,0.0,1.0,SK,MW,
SK00,oil-heavy,oil-heavy,133.278,0.0,1.0,SK,MW,
SK00,oil-light,oil-light,0.0,0.0,1.0,SK,MW,
SK00,oil-shale,oil-shale,0.0,0.0,1.0,SK,MW,
AL00,electrolyser-onshore-grid,electrolyser,0.0,0.0,0.0,AL,MW,electrolyser-onshore-grid
AL00,hydro-ror-turbine,hydro-ror,603.6719999999999,0.0,1.0,AL,MW,hydro-ror-turbine
AL00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,AL,MWh,hydro-pondage-reservoir
AL00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,AL,MW,hydro-pondage-turbine
AL00,hydro-reservoir-reservoir,hydro-reservoir,0.0,1721680.0,1.0,AL,MWh,hydro-reservoir-reservoir
AL00,hydro-reservoir-turbine,hydro-reservoir,2031.743999999999,0.0,1.0,AL,MW,hydro-reservoir-turbine
AL00,hydro-phs-reservoir,hydro-phs,0.0,0.0,1.0,AL,MWh,hydro-phs-reservoir
AL00,hydro-phs-turbine,hydro-phs,0.0,0.0,1.0,AL,MW,hydro-phs-turbine
AL00,hydro-phs-pump,hydro-phs,0.0,0.0,1.0,AL,MW,hydro-phs-pump
AL00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,0.0,1.0,AL,MWh,hydro-phs-pure-reservoir
AL00,hydro-phs-pure-turbine,hydro-phs-pure,0.0,0.0,1.0,AL,MW,hydro-phs-pure-turbine
AL00,hydro-phs-pure-pump,hydro-phs-pure,0.0,0.0,1.0,AL,MW,hydro-phs-pure-pump
AL00,onwind,onwind,280.0,0.0,1.0,AL,MW,onwind
AL00,offwind,offwind,0.0,0.0,1.0,AL,MW,offwind
AL00,solar-thermal,solar-thermal,0.0,0.0,1.0,AL,MW,solar-thermal
AL00,solar-pv-utility,solar-pv-utility,600.0,0.0,1.0,AL,MW,solar-pv-utility
AL00,solar-pv-rooftop,solar-pv-rooftop,0.0,0.0,1.0,AL,MW,solar-pv-rooftop
AL00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,AL,MW,solar-thermal-w-storage
AL00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,AL,MWh,solar-thermal-w-storage-storage
AL00,battery-charge,battery,0.0,0.0,0.0,AL,MW,battery-charge
AL00,battery-discharge,battery,0.0,0.0,0.0,AL,MW,battery-discharge
AL00,battery-store,battery,0.0,0.0,0.0,AL,MWh,battery-store
AL00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,AL,MW,h2-fuel-cell
AL00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,AL,MW,h2-ccgt
AL00,other-res,other-res,0.0,0.0,1.0,AL,MW,other-res
AT00,electrolyser-onshore-grid,electrolyser,1000.2,0.0,0.6799999999999998,AT,MW,electrolyser-onshore-grid
AT00,hydro-ror-turbine,hydro-ror,5228.625759999998,0.0,1.0,AT,MW,hydro-ror-turbine
AT00,hydro-pondage-reservoir,hydro-pondage,0.0,5332.957,1.0,AT,MWh,hydro-pondage-reservoir
AT00,hydro-pondage-turbine,hydro-pondage,1149.307,0.0,1.0,AT,MW,hydro-pondage-turbine
AT00,hydro-reservoir-reservoir,hydro-reservoir,0.0,769036.5679999999,1.0,AT,MWh,hydro-reservoir-reservoir
AT00,hydro-reservoir-turbine,hydro-reservoir,2787.128999999999,0.0,1.0,AT,MW,hydro-reservoir-turbine
AT00,hydro-phs-reservoir,hydro-phs,0.0,1746653.0,1.0,AT,MWh,hydro-phs-reservoir
AT00,hydro-phs-turbine,hydro-phs,5607.5,0.0,1.0,AT,MW,hydro-phs-turbine
AT00,hydro-phs-pump,hydro-phs,-5532.919999999999,0.0,1.0,AT,MW,hydro-phs-pump
AT00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,3600.0,1.0,AT,MWh,hydro-phs-pure-reservoir
AT00,hydro-phs-pure-turbine,hydro-phs-pure,450.0,0.0,1.0,AT,MW,hydro-phs-pure-turbine
AT00,hydro-phs-pure-pump,hydro-phs-pure,-450.0,0.0,1.0,AT,MW,hydro-phs-pure-pump
AT00,onwind,onwind,9000.001001157783,0.0,1.0,AT,MW,onwind
AT00,offwind,offwind,0.0,0.0,1.0,AT,MW,offwind
AT00,solar-thermal,solar-thermal,0.0,0.0,1.0,AT,MW,solar-thermal
AT00,solar-pv-utility,solar-pv-utility,5384.346666666668,0.0,1.0,AT,MW,solar-pv-utility
AT00,solar-pv-rooftop,solar-pv-rooftop,6615.910333333334,0.0,1.0,AT,MW,solar-pv-rooftop
AT00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,AT,MW,solar-thermal-w-storage
AT00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,AT,MWh,solar-thermal-w-storage-storage
AT00,battery-charge,battery,67.75756044512971,0.0,0.92,AT,MW,battery-charge
AT00,battery-discharge,battery,67.75756044512971,0.0,0.92,AT,MW,battery-discharge
AT00,battery-store,battery,0.0,101.6363406676945,0.92,AT,MWh,battery-store
AT00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,AT,MW,h2-fuel-cell
AT00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,AT,MW,h2-ccgt
AT00,chp-gas-ccgt-old-1-other-70.65eur,chp,845.24,0.0,0.0,AT,MW,
AT00,other-res,other-res,760.6445554814278,0.0,1.0,AT,MW,other-res
BA00,electrolyser-onshore-grid,electrolyser,0.0,0.0,0.0,BA,MW,electrolyser-onshore-grid
BA00,hydro-ror-turbine,hydro-ror,40.8,0.0,1.0,BA,MW,hydro-ror-turbine
BA00,hydro-pondage-reservoir,hydro-pondage,0.0,1330.0,1.0,BA,MWh,hydro-pondage-reservoir
BA00,hydro-pondage-turbine,hydro-pondage,108.6,0.0,1.0,BA,MW,hydro-pondage-turbine
BA00,hydro-reservoir-reservoir,hydro-reservoir,0.0,1795910.0,1.0,BA,MWh,hydro-reservoir-reservoir
BA00,hydro-reservoir-turbine,hydro-reservoir,1906.0,0.0,1.0,BA,MW,hydro-reservoir-turbine
BA00,hydro-phs-reservoir,hydro-phs,0.0,3430.0,1.0,BA,MWh,hydro-phs-reservoir
BA00,hydro-phs-turbine,hydro-phs,440.0,0.0,1.0,BA,MW,hydro-phs-turbine
BA00,hydro-phs-pump,hydro-phs,-440.0,0.0,1.0,BA,MW,hydro-phs-pump
BA00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,0.0,1.0,BA,MWh,hydro-phs-pure-reservoir
BA00,hydro-phs-pure-turbine,hydro-phs-pure,0.0,0.0,1.0,BA,MW,hydro-phs-pure-turbine
BA00,hydro-phs-pure-pump,hydro-phs-pure,0.0,0.0,1.0,BA,MW,hydro-phs-pure-pump
BA00,onwind,onwind,786.6,0.0,1.0,BA,MW,onwind
BA00,offwind,offwind,0.0,0.0,1.0,BA,MW,offwind
BA00,solar-thermal,solar-thermal,0.0,0.0,1.0,BA,MW,solar-thermal
BA00,solar-pv-utility,solar-pv-utility,454.8,0.0,1.0,BA,MW,solar-pv-utility
BA00,solar-pv-rooftop,solar-pv-rooftop,0.0,0.0,1.0,BA,MW,solar-pv-rooftop
BA00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,BA,MW,solar-thermal-w-storage
BA00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,BA,MWh,solar-thermal-w-storage-storage
BA00,battery-charge,battery,0.0,0.0,0.0,BA,MW,battery-charge
BA00,battery-discharge,battery,0.0,0.0,0.0,BA,MW,battery-discharge
BA00,battery-store,battery,0.0,0.0,0.0,BA,MWh,battery-store
BA00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,BA,MW,h2-fuel-cell
BA00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,BA,MW,h2-ccgt
BA00,other-res,other-res,0.0,0.0,1.0,BA,MW,other-res
BE00,electrolyser-onshore-grid,electrolyser,373.000000000001,0.0,0.6799999999999999,BE,MW,electrolyser-onshore-grid
BE00,hydro-ror-turbine,hydro-ror,148.2020000000001,0.0,1.0,BE,MW,hydro-ror-turbine
BE00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,BE,MWh,hydro-pondage-reservoir
BE00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,BE,MW,hydro-pondage-turbine
BE00,hydro-reservoir-reservoir,hydro-reservoir,0.0,0.0,1.0,BE,MWh,hydro-reservoir-reservoir
BE00,hydro-reservoir-turbine,hydro-reservoir,0.0,0.0,1.0,BE,MW,hydro-reservoir-turbine
BE00,hydro-phs-reservoir,hydro-phs,0.0,0.0,1.0,BE,MWh,hydro-phs-reservoir
BE00,hydro-phs-turbine,hydro-phs,0.0,0.0,1.0,BE,MW,hydro-phs-turbine
BE00,hydro-phs-pump,hydro-phs,0.0,0.0,1.0,BE,MW,hydro-phs-pump
BE00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,11600.0,1.0,BE,MWh,hydro-phs-pure-reservoir
BE00,hydro-phs-pure-turbine,hydro-phs-pure,1305.0,0.0,1.0,BE,MW,hydro-phs-pure-turbine
BE00,hydro-phs-pure-pump,hydro-phs-pure,-1226.76,0.0,1.0,BE,MW,hydro-phs-pure-pump
BE00,onwind,onwind,5248.0,0.0,1.0,BE,MW,onwind
BE00,offwind,offwind,4360.0,0.0,1.0,BE,MW,offwind
BE00,solar-thermal,solar-thermal,0.0,0.0,1.0,BE,MW,solar-thermal
BE00,solar-pv-utility,solar-pv-utility,0.0,0.0,1.0,BE,MW,solar-pv-utility
BE00,solar-pv-rooftop,solar-pv-rooftop,13610.0,0.0,1.0,BE,MW,solar-pv-rooftop
BE00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,BE,MW,solar-thermal-w-storage
BE00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,BE,MWh,solar-thermal-w-storage-storage
BE00,battery-charge,battery,594.3584,0.0,0.9199999999999998,BE,MW,battery-charge
BE00,battery-discharge,battery,594.3584,0.0,0.9199999999999998,BE,MW,battery-discharge
BE00,battery-store,battery,0.0,2046.290754392523,0.9199999999999998,BE,MWh,battery-store
BE00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,BE,MW,h2-fuel-cell
BE00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,BE,MW,h2-ccgt
BE00,chp-gas-conventional-old-2-industrial-0eur,chp,1594.0,0.0,0.41,BE,MW,
BE00,other-res,other-res,614.625,0.0,1.0,BE,MW,other-res
BG00,electrolyser-onshore-grid,electrolyser,65.0,0.0,0.0,BG,MW,electrolyser-onshore-grid
BG00,hydro-ror-turbine,hydro-ror,535.51,0.0,1.0,BG,MW,hydro-ror-turbine
BG00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,BG,MWh,hydro-pondage-reservoir
BG00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,BG,MW,hydro-pondage-turbine
BG00,hydro-reservoir-reservoir,hydro-reservoir,0.0,842860.8593812599,1.0,BG,MWh,hydro-reservoir-reservoir
BG00,hydro-reservoir-turbine,hydro-reservoir,1281.3,0.0,1.0,BG,MW,hydro-reservoir-turbine
BG00,hydro-phs-reservoir,hydro-phs,0.0,42142.5501346902,1.0,BG,MWh,hydro-phs-reservoir
BG00,hydro-phs-turbine,hydro-phs,535.0,0.0,1.0,BG,MW,hydro-phs-turbine
BG00,hydro-phs-pump,hydro-phs,-148.0,0.0,1.0,BG,MW,hydro-phs-pump
BG00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,227635.753968254,1.0,BG,MWh,hydro-phs-pure-reservoir
BG00,hydro-phs-pure-turbine,hydro-phs-pure,864.0,0.0,1.0,BG,MW,hydro-phs-pure-turbine
BG00,hydro-phs-pure-pump,hydro-phs-pure,-784.0,0.0,1.0,BG,MW,hydro-phs-pure-pump
BG00,onwind,onwind,948.0,0.0,1.0,BG,MW,onwind
BG00,offwind,offwind,0.0,0.0,1.0,BG,MW,offwind
BG00,solar-thermal,solar-thermal,0.0,0.0,1.0,BG,MW,solar-thermal
BG00,solar-pv-utility,solar-pv-utility,2837.237,0.0,1.0,BG,MW,solar-pv-utility
BG00,solar-pv-rooftop,solar-pv-rooftop,621.0,0.0,1.0,BG,MW,solar-pv-rooftop
